runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
5801949.jonas.pettersen,Jonas PETTERSEN,31:55:02,303.0,Norway,NO,,20-34,H
1088697.aleksandra.vorobeva,Aleksandra VOROBEVA,31:55:23,304.0,Germany,DE,,35-39,F
1920699.mathias.jacquin,Mathias JACQUIN,31:56:24,305.0,France,FR,,20-34,H
4988364.fabien.rigault,Fabien RIGAULT,31:56:53,306.0,France,FR,,40-44,H
5447184.antony.raguenes,Antony RAGUENES,31:57:51,307.0,France,FR,,40-44,H
594608.vincent.bothereau,Vincent BOTHEREAU,31:58:34,308.0,France,FR,,45-49,H
388950.charlie.rivoire,Charlie RIVOIRE,32:02:25,309.0,France,FR,,35-39,H
725861.marie.houdusse,Marie HOUDUSSE,32:04:03,310.0,France,FR,,35-39,F
837018.ludivine.conrie,Ludivine CONRIE,32:04:05,311.0,France,FR,,40-44,F
4024891.davy.chiavarino,Davy CHIAVARINO,32:04:29,312.0,France,FR,,20-34,H
4576168.adam.fearnall,Adam FEARNALL,32:04:53,313.0,Canada,CA,,35-39,H
2076499.craig.sherritt,Craig SHERRITT,32:05:18,314.0,Australia,AU,,35-39,H
896733.benedicte.boujon,Bénédicte BOUJON,32:05:49,315.0,France,FR,,20-34,F
499478.olivier.felten,Olivier FELTEN,32:07:56,316.0,France,FR,,40-44,H
1472125.rima.viliuniene,Rima VILIŪNIENĖ,32:08:14,317.0,Lithuania,LT,,50-54,F
4164245.damien.bolotner,Damien BOLOTNER,32:08:54,318.0,France,FR,,35-39,H
4007596.loic.tombazzi,Loïc TOMBAZZI,32:14:39,319.0,France,FR,,20-34,H
,Anonymous,32:16:13,320.0,France,FR,,40-44,H
521331.cedric.pin,Cedric PIN,32:16:47,321.0,France,FR,,45-49,H
1143833.florentin.basquin,Florentin BASQUIN,32:17:15,322.0,France,FR,,20-34,H
4764900.loic.devaux,Loic DEVAUX,32:17:37,323.0,France,FR,,40-44,H
1333955.christophe.pasquier,Christophe PASQUIER,32:18:03,324.0,France,FR,,50-54,H
571883.frederic.lebailly,Frederic LEBAILLY,32:18:48,325.0,France,FR,,45-49,H
3487175.florian.castel,Florian CASTEL,32:19:33,326.0,France,FR,,20-34,H
5074427.nikita.fredonnet,Nikita FREDONNET,32:19:57,327.0,France,FR,,20-34,F
578406.fabien.bouliere,Fabien BOULIERE,32:20:59,328.0,France,FR,,45-49,H
2652715.walterdaniel.umana,Walter Daniel UMANA,32:21:32,329.0,Argentina,AR,,45-49,H
1963219.simon.girod,Simon GIROD,32:24:29,330.0,France,FR,,45-49,H
115679.francois.ferdin,Francois FERDIN,32:26:04,331.0,France,FR,,45-49,H
522149.francesc.basacoma,Francesc BASACOMA,32:26:09,332.0,Spain,ES,,50-54,H
3980956.julien.cazorla,Julien CAZORLA,32:28:20,333.0,France,FR,,45-49,H
4287506.pedroalejandro.florez,Pedro Alejandro FLOREZ,32:29:38,334.0,Argentina,AR,,35-39,H
,Anonymous,32:29:48,335.0,France,FR,,20-34,H
4490226.maxime.chatelet,Maxime CHATELET,32:30:01,336.0,France,FR,,20-34,H
4285005.damien.matz,Damien MATZ,32:31:26,337.0,France,FR,,20-34,H
5537774.guillaume.andivot,Guillaume ANDIVOT,32:33:19,338.0,France,FR,,20-34,H
1620377.charles.masson,Charles MASSON,32:35:12,339.0,Belgium,BE,,35-39,H
110562.yves.moreau,Yves MOREAU,32:37:33,340.0,Belgium,BE,,45-49,H
5049370.victor.palomba,Victor PALOMBA,32:38:55,341.0,France,FR,,20-34,H
491532.christophe.daams,Christophe DAAMS,32:41:05,342.0,France,FR,,40-44,H
638633.vincent.mazurek,Vincent MAZUREK,32:41:09,343.0,France,FR,,40-44,H
4375538.david.parker,David PARKER,32:41:15,344.0,United Kingdom,GB,,40-44,H
5591095.erick.moreno,Erick MORENO,32:43:38,345.0,Mexico,MX,,20-34,H
4218229.theo.koehrlenbesson,Theo KOEHRLEN BESSON,32:46:34,346.0,France,FR,,20-34,H
138415.benoit.clerc,Benoit CLERC,32:46:55,347.0,France,FR,,35-39,H
1684671.laurent.ralko,Laurent RALKO,32:48:13,348.0,France,FR,,45-49,H
3991414.antoine.lahalle,Antoine LAHALLE,32:49:20,349.0,France,FR,,20-34,H
4214798.xabat.arechavaletamuniozguren,Xabat ARECHAVALETA MUNIOZGUREN,32:49:26,350.0,Spain,ES,,35-39,H
3689959.juliette.thoby,Juliette THOBY,32:49:28,351.0,France,FR,,20-34,F
584936.jonathan.gailhot,Jonathan GAILHOT,32:51:14,352.0,France,FR,,35-39,H
1321383.bruno.terrasson,Bruno TERRASSON,32:52:16,353.0,France,FR,,45-49,H
1424339.clement.diaz,Clement DIAZ,32:52:31,354.0,France,FR,,20-34,H
4220665.jerome.bazin,Jérôme BAZIN,32:54:08,355.0,France,FR,,20-34,H
203629.david.odwyer,David O DWYER,32:54:52,356.0,United Kingdom,GB,,40-44,H
4220652.mathieu.choquet,Mathieu CHOQUET,32:55:57,357.0,France,FR,,35-39,H
5446222.julien.botas,Julien BOTAS,32:55:59,358.0,France,FR,,35-39,H
3860117.julian.caillet,Julian CAILLET,32:56:07,359.0,France,FR,,20-34,H
2095083.guillaume.bechet,Guillaume BECHET,32:56:35,360.0,France,FR,,35-39,H
2363153.marouane.trabelsi,Marouane TRABELSI,32:56:44,361.0,Tunisia,TN,,35-39,H
4264862.cedric.ygouf,Cedric YGOUF,32:57:13,362.0,France,FR,,45-49,H
1494339.julien.bertrand,Julien BERTRAND,32:57:36,363.0,France,FR,,45-49,H
3376265.pawel.kaczmarczyk,Paweł KACZMARCZYK,33:02:03,364.0,Poland,PL,,20-34,H
231181.will.guzick,Will GUZICK,33:03:50,365.0,United States of America,US,,35-39,H
5337680.simon.jonet,Simon JONET,33:04:05,366.0,France,FR,,20-34,H
3043379.david.miao,David MIAO,33:05:00,367.0,United States of America,US,,60-64,H
4901114.clement.mongereau,Clément MONGEREAU,33:06:16,368.0,France,FR,,20-34,H
4901226.kevin.guilbert,Kevin GUILBERT,33:06:23,369.0,France,FR,,20-34,H
408638.kevin.tuybens,Kevin TUYBENS,33:06:51,370.0,France,FR,,35-39,H
3780997.pierrick.aubert,Pierrick AUBERT,33:07:09,371.0,France,FR,,35-39,H
2641825.corentin.alaux,Corentin ALAUX,33:08:31,372.0,France,FR,,20-34,H
4158716.frederik.wulff,Frederik WULFF,33:08:54,373.0,Denmark,DK,,35-39,H
238816.pierreadrien.lods,Pierre-Adrien LODS,33:09:42,374.0,France,FR,,35-39,H
431325.pierre.bourgoin,Pierre BOURGOIN,33:09:44,375.0,France,FR,,35-39,H
244439.guylaine.simon,Guylaine SIMON,33:10:26,376.0,France,FR,,55-59,F
4451222.benjamin.noel,Benjamin NOEL,33:11:32,377.0,France,FR,,20-34,H
1637631.adam.stachowiak,Adam STACHOWIAK,33:13:43,378.0,Poland,PL,,40-44,H
6155090.daniel.sibal,Daniel SIBAL,33:15:29,379.0,United Kingdom,GB,,20-34,H
3335491.victor.mauclet,Victor MAUCLET,33:16:30,380.0,Belgium,BE,,20-34,H
5510840.leo.gallet,Léo GALLET,33:18:50,381.0,France,FR,,20-34,H
1460013.byeonggwon.park,Byeonggwon PARK,33:19:12,382.0,South Korea,KR,,40-44,H
854525.alain.beaussier,alain BEAUSSIER (ALAIN BEAUSSIER),33:20:19,383.0,France,FR,,40-44,H
2293519.cyril.marchalant,Cyril MARCHALANT,33:22:17,384.0,France,FR,,50-54,H
4231162.benjamin.lebecque,Benjamin LEBECQUE,33:22:18,385.0,France,FR,,45-49,H
2660581.caroline.celette,Caroline CELETTE,33:23:00,386.0,France,FR,,35-39,F
5616937.karolina.sopa,Karolina SOPA,33:23:20,387.0,Poland,PL,,45-49,F
3220809.kenichi.nishioka,Kenichi NISHIOKA,33:23:29,388.0,Japan,JP,,20-34,H
4140848.romain.pierre,Romain PIERRE,33:23:36,389.0,Belgium,BE,,20-34,H
553063.mathieu.muller,Mathieu MULLER,33:23:56,390.0,France,FR,,40-44,H
5671180.shuta.hayashi,Shuta HAYASHI,33:24:24,391.0,Japan,JP,,35-39,H
1638325.nicolas.huard,Nicolas HUARD,33:25:04,392.0,France,FR,,35-39,H
4012747.laurent.jouanaud,Laurent JOUANAUD,33:26:22,393.0,France,FR,,45-49,H
428050.tristram.lake,Tristram LAKE,33:26:51,394.0,United Kingdom,GB,,55-59,H
492024.gaelle.loridat,Gaëlle LORIDAT,33:27:54,395.0,France,FR,,45-49,F
309432.luca.cambursano,Luca CAMBURSANO,33:28:03,396.0,Italy,IT,,45-49,H
75645.santiago.massabo,Santiago MASSABO,33:28:06,397.0,Argentina,AR,,50-54,H
4883581.matiasvalentin.gahn,Matias Valentin GAHN,33:28:10,398.0,Argentina,AR,,45-49,H
4211476.damian.landy,Damian LANDY,33:29:13,399.0,Ireland,IE,,50-54,H
4190849.jonathan.pasquasy,Jonathan PASQUASY,33:30:30,400.0,Belgium,BE,,40-44,H
3781367.alexandre.korenfeld,Alexandre KORENFELD,33:30:45,401.0,France,FR,,20-34,H
200967.andris.spruds,Andris SPRUDS,33:32:23,402.0,Latvia,LV,,40-44,H
3396655.alexandre.debray,Alexandre DEBRAY,33:33:14,403.0,France,FR,,40-44,H
1610229.julien.corneau,Julien CORNEAU,33:39:01,404.0,France,FR,,20-34,H
4018420.maxime.dalmagne,Maxime DALMAGNE,33:39:01,404.0,France,FR,,20-34,H
6486033.emilien.lizeebouchereau,Emilien LIZEE BOUCHEREAU,33:39:02,406.0,France,FR,,35-39,H
569233.gaelle.lauer,Gaelle LAUER,33:39:02,406.0,France,FR,,35-39,F
2405091.eva.gifford,Eva GIFFORD,33:40:11,408.0,Canada,CA,,20-34,F
5767404.pierre.grosjean,Pierre GROSJEAN,33:40:17,409.0,France,FR,,35-39,H
4863865.tomaso.bontognali,Tomaso BONTOGNALI,33:40:23,410.0,Switzerland,CH,,45-49,H
3101703.lammert.vrieling,Lammert VRIELING,33:42:14,411.0,Netherlands,NL,,55-59,H
1424717.thomas.besnier,Thomas BESNIER,33:42:30,412.0,France,FR,,20-34,H
4538636.lenaic.moenneloccoz,Lenaic MOENNE LOCCOZ,33:43:11,413.0,France,FR,,35-39,H
444519.sebastien.fernandes,Sebastien FERNANDES,33:45:37,414.0,France,FR,,45-49,H
1917253.benoit.repetti,Benoit REPETTI,33:46:31,415.0,France,FR,,35-39,H
4220739.geoffrey.boureau,Geoffrey BOUREAU,33:46:39,416.0,France,FR,,20-34,H
5208940.thaigo.geyns,Thaigo GEYNS,33:46:54,417.0,Belgium,BE,,20-34,H
3111611.clement.mezange,Clement MEZANGE,33:47:21,418.0,France,FR,,35-39,H
3503299.robert.rhodes,Robert RHODES,33:49:45,419.0,United Kingdom,GB,,55-59,H
2255301.frederic.hemon,Frédéric HEMON,33:50:24,420.0,France,FR,,50-54,H
360999.hana.vargasdiaz,Hana VARGAS DIAZ,33:52:14,421.0,Czech Republic,CZ,,40-44,F
84496.francois.debauchez,François DEBAUCHEZ,33:55:07,422.0,France,FR,,40-44,H
5880075.flavien.samson,Flavien SAMSON,33:55:19,423.0,France,FR,,20-34,H
677083.adrian.vincent,Adrian VINCENT,33:56:35,424.0,Australia,AU,,40-44,H
77390.clement.dumont,Clement DUMONT,33:56:37,425.0,France,FR,,45-49,H
4373132.guillaume.benedetti,Guillaume BENEDETTI,33:57:28,426.0,France,FR,,40-44,H
1930001.leandro.villarreal,Leandro VILLARREAL,33:58:14,427.0,Argentina,AR,,45-49,H
4901580.enora.niort,Enora NIORT,33:59:03,428.0,France,FR,,20-34,F
906853.takahiro.watanabe,Takahiro WATANABE,33:59:50,429.0,Japan,JP,,50-54,H
290852.federico.roncagliolo,Federico RONCAGLIOLO,34:00:15,430.0,Italy,IT,,45-49,H
5039759.eugene.wechsler,Eugene WECHSLER,34:00:49,431.0,United States of America,US,,40-44,H
4696910.luigi.castagna,Luigi CASTAGNA,34:00:52,432.0,Italy,IT,,40-44,H
326802.claude.julian,Claude JULIAN,34:02:23,433.0,France,FR,,50-54,F
4289169.brandon.lai,Brandon LAI,34:02:31,434.0,France,FR,,20-34,H
4436370.francoise.piney,Françoise PINEY,34:02:40,435.0,France,FR,,55-59,F
3335705.maxime.ayme,Maxime AYME,34:03:31,436.0,France,FR,,20-34,H
2999179.mathieu.lernout,Mathieu LERNOUT,34:07:09,437.0,France,FR,,45-49,H
4788784.matthieu.laffort,Matthieu LAFFORT,34:07:48,438.0,France,FR,,20-34,H
337142.denis.vacher,Denis VACHER,34:09:15,439.0,France,FR,,50-54,H
230182.hernan.vargas,Hernan VARGAS,34:10:07,440.0,Venezuela,VE,,50-54,H
4523726.dorian.boniface,Dorian BONIFACE,34:10:20,441.0,France,FR,,20-34,H
4337688.pierre.marchand,Pierre MARCHAND,34:11:19,442.0,France,FR,,20-34,H
1701227.florian.alonzi,Florian ALONZI,34:11:38,443.0,France,FR,,45-49,H
4310032.mathieu.salaun,Mathieu SALAÜN,34:13:07,444.0,France,FR,,45-49,H
923715.michael.chambon,Michaël CHAMBON,34:13:09,445.0,France,FR,,45-49,H
1271421.marco.schiava,Marco SCHIAVA,34:13:46,446.0,Italy,IT,,35-39,H
1794945.gwenaelle.grall,Gwenaelle GRALL,34:13:46,446.0,France,FR,,35-39,F
592888.sebastien.porta,Sebastien PORTA,34:14:36,448.0,France,FR,,40-44,H
5458358.thomas.buttner,Thomas BUTTNER,34:16:23,449.0,France,FR,,35-39,H
4550452.kevin.maitre,Kevin MAITRE,34:16:23,449.0,France,FR,,20-34,H
904579.simon.meynetmeunier,Simon MEYNET-MEUNIER,34:16:29,451.0,France,FR,,35-39,H
3360299.giorgio.truccone,Giorgio TRUCCONE,34:20:39,452.0,Italy,IT,,55-59,H
1678257.liu.folok,Fo Lok LIU (Liu FO LOK),34:20:50,453.0,"Hong Kong, China",HK,,35-39,H
,Anonymous,34:22:24,454.0,France,FR,,50-54,H
850079.olivier.sedille,Olivier SEDILLE,34:22:28,455.0,France,FR,,55-59,H
1502289.william.degembe,William DEGEMBE,34:22:41,456.0,Belgium,BE,,35-39,H
518036.yoan.faure,Yoan FAURE,34:23:10,457.0,France,FR,,35-39,H
5482841.sebastien.beucherie,Sébastien BEUCHERIE,34:23:49,458.0,France,FR,,35-39,H
4242550.benjamin.veaute,Benjamin VEAUTE,34:25:35,459.0,France,FR,,35-39,H
3156709.konrad.smolinski,Konrad SMOLINSKI,34:28:26,460.0,Germany,DE,,40-44,H
3264437.camille.chapuy,Camille CHAPUY,34:29:58,461.0,France,FR,,20-34,F
4323630.marc.decamps,Marc DECAMPS,34:30:34,462.0,Belgium,BE,,45-49,H
3858323.arthur.lanos,Arthur LANOS,34:31:24,463.0,France,FR,,20-34,H
328657.david.jeanjean,David JEANJEAN,34:32:14,464.0,France,FR,,55-59,H
386960.julien.hernandez,Julien HERNANDEZ,34:32:25,465.0,Switzerland,CH,,35-39,H
2695677.simone.stoppa,Simone STOPPA,34:32:26,466.0,Italy,IT,,35-39,H
578291.johann.lemehaute,Johann LE MEHAUTE,34:32:49,467.0,France,FR,,45-49,H
4427196.kevin.harrison,Kevin HARRISON,34:32:56,468.0,United Kingdom,GB,,40-44,H
389448.yannick.monatte,Yannick MONATTE,34:33:56,469.0,France,FR,,45-49,H
4137223.charles.forges,Charles FORGES,34:35:51,470.0,Belgium,BE,,35-39,H
3622287.justyna.witek,Justyna WITEK,34:37:22,471.0,Poland,PL,,35-39,F
2626529.marta.debska,Marta DĘBSKA,34:37:24,472.0,Poland,PL,,20-34,F
269382.gianluigi.mignacco,Gianluigi MIGNACCO,34:37:59,473.0,Italy,IT,,50-54,H
5784359.quentin.diochet,Quentin DIOCHET,34:38:46,474.0,France,FR,,20-34,H
466824.stephanie.gibert,Stéphanie GIBERT,34:38:47,475.0,France,FR,,40-44,F
2504209.marc.gauthier,Marc GAUTHIER,34:39:14,476.0,France,FR,,45-49,H
5532093.julien.schelcher,Julien SCHELCHER,34:39:35,477.0,France,FR,,35-39,H
5617403.pierrealain.baudoin,Pierre-Alain BAUDOIN,34:40:48,478.0,Belgium,BE,,35-39,H
5267848.antoine.vandenbrouck,Antoine VANDENBROUCK,34:40:49,479.0,Belgium,BE,,35-39,H
1637483.andri.teitsson,Andri TEITSSON,34:41:07,480.0,Iceland,IS,,55-59,H
10423.jeremie.berteloot,Jeremie BERTELOOT,34:42:35,481.0,France,FR,,40-44,H
3918581.gregory.lhomme,Gregory L HOMME,34:42:49,482.0,France,FR,,45-49,H
2182125.aurelien.bras,Aurelien BRAS,34:43:01,483.0,France,FR,,45-49,H
5029808.matthieu.vincenot,Matthieu VINCENOT,34:43:16,484.0,France,FR,,20-34,H
5035040.cyril.morand,Cyril MORAND,34:43:28,485.0,France,FR,,35-39,H
4443058.pierre.baranzelli,Pierre BARANZELLI,34:43:32,486.0,France,FR,,35-39,H
179053.david.chambefort,David CHAMBEFORT,34:43:42,487.0,France,FR,,50-54,H
5762848.guillaume.viry,Guillaume VIRY,34:45:26,488.0,France,FR,,20-34,H
2054151.camille.allainrobin,Camille ALLAIN ROBIN,34:47:13,489.0,France,FR,,20-34,F
559815.edward.greig,Edward GREIG,34:47:35,490.0,United Kingdom,GB,,40-44,H
295260.ben.cameron,Ben CAMERON,34:47:41,491.0,New Zealand,NZ,,40-44,H
2695699.casey.barrett,Casey BARRETT,34:47:41,491.0,Australia,AU,,35-39,H
737415.vincent.xhaet,Vincent XHAET,34:48:50,493.0,Belgium,BE,,35-39,H
4987696.benjamin.quignon,Benjamin QUIGNON,34:48:51,494.0,France,FR,,35-39,H
4401228.bruno.capron,Bruno CAPRON,34:50:47,495.0,France,FR,,40-44,H
650244.laurent.camelin,Laurent CAMELIN,34:51:52,496.0,France,FR,,40-44,H
1390849.tomi.pekkarinen,Tomi PEKKARINEN,34:52:06,497.0,Finland,FI,,50-54,H
3101523.edouard.colleu,Edouard COLLEU,34:52:45,498.0,France,FR,,35-39,H
1609853.louis.bouchet,Louis BOUCHET,34:53:23,499.0,France,FR,,20-34,H
324358.cyril.ducruy,Cyril DUCRUY,34:54:19,500.0,France,FR,,45-49,H
5997680.antoine.clarenne,Antoine CLARENNE,34:54:42,501.0,France,FR,,35-39,H
4903640.joan.labiste,Joan LABISTE,34:55:04,502.0,France,FR,,20-34,H
3545659.lionel.willme,Lionel WILLME,34:55:16,503.0,France,FR,,45-49,H
424283.david.meyer,David MEYER,34:55:17,504.0,France,FR,,50-54,H
4208788.lucie.curet,Lucie CURET,34:55:26,505.0,France,FR,,40-44,F
1644353.mihai.bolboaca,Mihai BOLBOACA,34:55:28,506.0,Romania,RO,,20-34,H
2961811.zans.verdens,Žans VERDENS (Zans VERDENS),35:01:26,507.0,Latvia,LV,,45-49,H
24755.christophe.duranthon,Christophe DURANTHON,35:01:46,508.0,France,FR,,50-54,H
346767.rita.kuhn,Rita KUHN,35:02:18,509.0,Germany,DE,,35-39,F
4308097.arnaud.scailteur,Arnaud SCAILTEUR,35:03:54,510.0,Belgium,BE,,35-39,H
2655597.francois.sulmont,Francois SULMONT,35:05:04,511.0,France,FR,,50-54,H
4469481.ignacio.richartdefrancisco,Ignacio RICHART DE FRANCISCO,35:09:32,512.0,Spain,ES,,45-49,H
2435317.chris.kane,Chris KANE,35:09:47,513.0,Australia,AU,,45-49,H
1837547.francois.bouju,Francois BOUJU,35:12:23,514.0,France,FR,,45-49,H
2289365.olivia.perrollaz,Olivia PERROLLAZ,35:13:37,515.0,France,FR,,35-39,F
4243065.maxime.errard,Maxime ERRARD,35:14:32,516.0,France,FR,,40-44,H
5241584.robin.lecointre,Robin LECOINTRE,35:17:42,517.0,France,FR,,20-34,H
4409216.daouda.diarra,Daouda DIARRA,35:17:43,518.0,France,FR,,35-39,H
3893423.cedric.boivin,Cedric BOIVIN,35:18:32,519.0,France,FR,,40-44,H
671687.vincent.seznec,Vincent SEZNEC,35:21:14,520.0,France,FR,,45-49,H
992081.olivier.poidevin,Olivier POIDEVIN,35:21:15,521.0,France,FR,,40-44,H
4892180.stephane.micillino,Stéphane MICILLINO,35:21:23,522.0,France,FR,,40-44,H
984773.olivier.acampora,Olivier ACAMPORA,35:21:25,523.0,France,FR,,40-44,H
2213805.gautier.bouteiller,Gautier BOUTEILLER,35:21:49,524.0,France,FR,,35-39,H
4665856.manuel.meier,Manuel MEIER,35:21:53,525.0,Switzerland,CH,,40-44,H
4351896.mathias.danillon,Mathias DANILLON,35:23:11,526.0,France,FR,,40-44,H
258770.jeanphilippe.devaud,Jean-Philippe DEVAUD,35:23:22,527.0,France,FR,,35-39,H
1657883.didier.hercouet,Didier HERCOUET,35:25:57,528.0,France,FR,,55-59,H
5659119.martin.gomez,Martin GOMEZ,35:26:11,529.0,France,FR,,35-39,H
4287049.clement.levasseur,Clement LEVASSEUR,35:26:49,530.0,France,FR,,20-34,H
2170349.jean.fernandez,Jean FERNANDEZ,35:28:02,531.0,France,FR,,55-59,H
410705.hakim.sahraoui,Hakim SAHRAOUI,35:28:06,532.0,France,FR,,45-49,H
2312943.vincent.fortier,Vincent FORTIER,35:28:19,533.0,Canada,CA,,20-34,H
4230623.xavier.dupont,Xavier DUPONT,35:28:33,534.0,France,FR,,20-34,H
1177805.hugo.lecroq,Hugo LECROQ,35:32:11,535.0,France,FR,,20-34,H
885841.maxime.airault,Maxime AIRAULT,35:33:57,536.0,France,FR,,20-34,H
926015.charles.pareydt,Charles PAREYDT,35:34:01,537.0,France,FR,,45-49,H
4543615.rita.passos,Rita PASSOS,35:36:37,538.0,Portugal,PT,,40-44,F
2401629.yusuke.endo,Yusuke ENDO,35:37:03,539.0,Japan,JP,,20-34,H
4309949.alexis.gonord,Alexis GONORD,35:37:54,540.0,France,FR,,20-34,H
2654653.roberta.wong,Roberta WONG,35:39:47,541.0,"Hong Kong, China",HK,,40-44,F
1642591.adrian.dobre,Adrian DOBRE,35:39:50,542.0,Romania,RO,,40-44,H
1795851.oukacha.nair,Oukacha NAIR,35:39:56,543.0,France,FR,,35-39,H
56337.vasilios.polymeropoulos,Vasilios POLYMEROPOULOS,35:39:58,544.0,Greece,GR,,55-59,H
4584296.martin.arnholz,Martin ARNHOLZ,35:39:58,544.0,France,FR,,20-34,H
584787.francois.muller,Francois MULLER,35:40:06,546.0,France,FR,,60-64,H
5544484.francois.jaubertsoury,Francois JAUBERT-SOURY,35:40:10,547.0,France,FR,,35-39,H
1041407.gildas.prime,Gildas PRIME,35:40:23,548.0,France,FR,,40-44,H
4233715.erwan.benavent,Erwan BENAVENT,35:43:34,549.0,France,FR,,20-34,H
1942203.nicolas.cury,Nicolas CURY,35:43:35,550.0,France,FR,,40-44,H
5485224.kevin.courteau,Kevin COURTEAU,35:43:54,551.0,France,FR,,35-39,H
240997.elena.verakay,Elena VERA KAY,35:43:57,552.0,Spain,ES,,55-59,F
945283.andrzej.winiarski,Andrzej WINIARSKI,35:46:51,553.0,Poland,PL,,45-49,H
52263.duncan.potts,Duncan POTTS,35:46:54,554.0,United Kingdom,GB,,45-49,H
2621049.paolo.macri,Paolo MACRÌ,35:47:19,555.0,Italy,IT,,50-54,H
4526440.mikael.mayslich,Mikael MAYSLICH,35:48:07,556.0,France,FR,,45-49,H
744313.fabien.maree,Fabien MAREE,35:49:11,557.0,France,FR,,35-39,H
179290.sylvain.peju,Sylvain PEJU,35:49:12,558.0,France,FR,,45-49,H
658309.celine.quiquerelboucar,Céline QUIQUEREL-BOUCAR,35:50:16,559.0,France,FR,,50-54,F
514187.thierry.pecherand,Thierry PECHERAND,35:50:19,560.0,France,FR,,50-54,H
4194527.desiree.runge,Desiree RUNGE,35:51:16,561.0,Germany,DE,,35-39,F
298680.christoph.beetz,Christoph BEETZ,35:51:18,562.0,Germany,DE,,35-39,H
3707673.thomas.gerard,Thomas GERARD,35:51:29,563.0,France,FR,,45-49,H
3178215.phil.briley,Phil BRILEY,35:51:44,564.0,United Kingdom,GB,,35-39,H
3026521.gwendal.laignel,Gwendal LAIGNEL,35:53:05,565.0,France,FR,,40-44,H
269807.gregory.onisse,Gregory ONISSE,35:53:19,566.0,France,FR,,45-49,H
4735790.louison.lepage,Louison LEPAGE,35:56:14,567.0,France,FR,,20-34,H
5040187.laurent.curny,Laurent CURNY,35:56:42,568.0,France,FR,,50-54,H
237192.karim.ibtiouene,Karim IBTIOUENE,35:56:43,569.0,France,FR,,50-54,H
6035651.clement.decroocq,Clément DECROOCQ,35:57:49,570.0,France,FR,,20-34,H
138916.stephan.collin,Stephan COLLIN,35:58:01,571.0,France,FR,,50-54,H
4019192.marc.winkler,Marc WINKLER,35:58:45,572.0,France,FR,,35-39,H
1634589.pontus.charleville,Pontus CHARLEVILLE,35:59:38,573.0,Sweden,SE,,50-54,H
386370.florent.melchers,Florent MELCHERS,36:00:14,574.0,France,FR,,45-49,H
1227741.ghislain.signoret,Ghislain SIGNORET,36:00:15,575.0,France,FR,,35-39,H
1066673.david.raitiere,David RAITIERE,36:01:35,576.0,France,FR,,35-39,H
556318.vincent.fournier,Vincent FOURNIER,36:04:43,577.0,France,FR,,40-44,H
6471903.daimeon.shanksdumont,Daimeon SHANKS DUMONT,36:06:47,578.0,United States of America,US,,45-49,H
988893.angelo.papa,Angelo PAPA,36:10:30,579.0,Venezuela,VE,,45-49,H
5528262.christophe.rosnarho,Christophe ROSNARHO,36:11:43,580.0,France,FR,,40-44,H
43086.vincent.ollivier,Vincent OLLIVIER,36:11:50,581.0,France,FR,,35-39,H
2169441.ian.hoare,Ian HOARE,36:12:05,582.0,United Kingdom,GB,,60-64,H
4481943.adam.lucaslucas,Adam LUCAS-LUCAS,36:12:10,583.0,United Kingdom,GB,,50-54,H
1972533.maxime.cussac,Maxime CUSSAC,36:13:24,584.0,France,FR,,35-39,H
1537413.honglong.guo,Honglong GUO,36:17:47,585.0,China,CN,,35-39,H
3534871.michal.huska,Michal HÚSKA,36:18:19,586.0,Slovakia,SK,,45-49,H
1708519.francois.legland,Francois LEGLAND,36:18:43,587.0,France,FR,,45-49,H
5440084.loic.lemiller,Loïc LE MILLER,36:18:44,588.0,France,FR,,35-39,H
1888371.julien.begyn,Julien BEGYN,36:18:45,589.0,France,FR,,35-39,H
2485973.milton.ormazabal,Milton ORMAZABAL,36:20:49,590.0,Chile,CL,,45-49,H
1458731.nathan.leitner,Nathan LEITNER,36:21:16,591.0,France,FR,,45-49,H
2692669.bernard.joseph,Bernard JOSEPH,36:22:15,592.0,Belgium,BE,,45-49,H
2061325.gaetan.kovacevic,Gaétan KOVACEVIC,36:22:21,593.0,France,FR,,20-34,H
968309.olivier.tramoni,Olivier TRAMONI,36:22:25,594.0,France,FR,,45-49,H
4901692.antoine.labiste,Antoine LABISTE,36:25:06,595.0,France,FR,,20-34,H
125042.david.vallverduagulled,David VALLVERDU-AGULLED,36:25:31,596.0,Spain,ES,,35-39,H
1718245.zdenek.pelisek,Zdenek PELISEK,36:26:29,597.0,Czech Republic,CZ,,40-44,H
4243161.eymeric.bourgier,Eymeric BOURGIER,36:26:33,598.0,France,FR,,35-39,H
424572.gregory.rouyer,Gregory ROUYER,36:26:44,599.0,France,FR,,40-44,H
2361833.cecile.blancbiard,Cécile BLANC BIARD,36:27:08,600.0,France,FR,,40-44,F
1693573.andy.grey,Andy GREY,36:27:30,601.0,United Kingdom,GB,,35-39,H
4204388.aurelie.malige,Aurelie MALIGE,36:27:33,602.0,France,FR,,40-44,F
385625.arnaud.leguennec,Arnaud LEGUENNEC,36:27:55,603.0,France,FR,,40-44,H
4189436.paulandre.poislane,Paul-André POISLANE,36:28:24,604.0,France,FR,,20-34,H
378724.konstantin.atanasov,Konstantin ATANASOV,36:28:36,605.0,Bulgaria,BG,,40-44,H
4888105.stephane.valentin,Stephane VALENTIN,36:29:37,606.0,France,FR,,35-39,H
